match_id,match_won_by,toss_winner,toss_decision,venue,team1,team2
335982,Kolkata Knight Riders,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore
335983,Chennai Super Kings,Chennai Super Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab
335984,Delhi Daredevils,Rajasthan Royals,bat,Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils
335985,Royal Challengers Bangalore,Mumbai Indians,bat,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore
335986,Kolkata Knight Riders,Deccan Chargers,bat,Eden Gardens,Deccan Chargers,Kolkata Knight Riders
335987,Rajasthan Royals,Kings XI Punjab,bat,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals
335988,Delhi Daredevils,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils
335989,Chennai Super Kings,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians
335990,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals
335991,Kings XI Punjab,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians
335992,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals
335993,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Chennai Super Kings
335994,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,Mumbai Indians,Deccan Chargers
335995,Kings XI Punjab,Delhi Daredevils,bat,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab
335996,Chennai Super Kings,Chennai Super Kings,bat,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore
335997,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,Mumbai Indians
335998,Delhi Daredevils,Royal Challengers Bangalore,field,Feroz Shah Kotla,Delhi Daredevils,Royal Challengers Bangalore
335999,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Kings XI Punjab
336000,Rajasthan Royals,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
336001,Delhi Daredevils,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils
336003,Kings XI Punjab,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders
336034,Royal Challengers Bangalore,Deccan Chargers,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Deccan Chargers
336004,Mumbai Indians,Delhi Daredevils,field,Dr DY Patil Sports Academy,Mumbai Indians,Delhi Daredevils
336005,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals
336006,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab
336007,Deccan Chargers,Deccan Chargers,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers
336008,Mumbai Indians,Mumbai Indians,field,Dr DY Patil Sports Academy,Rajasthan Royals,Mumbai Indians
336009,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,Delhi Daredevils,Chennai Super Kings
336010,Kolkata Knight Riders,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore
336011,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Deccan Chargers,Rajasthan Royals
336013,Chennai Super Kings,Kings XI Punjab,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kings XI Punjab
336014,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Deccan Chargers
336015,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals
336016,Kings XI Punjab,Royal Challengers Bangalore,bat,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab
336017,Kolkata Knight Riders,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils
336018,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Chennai Super Kings,Mumbai Indians
336020,Delhi Daredevils,Deccan Chargers,field,Feroz Shah Kotla,Delhi Daredevils,Deccan Chargers
336021,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians
336022,Kings XI Punjab,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
336023,Rajasthan Royals,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore
336024,Mumbai Indians,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Deccan Chargers
336025,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings
336026,Delhi Daredevils,Delhi Daredevils,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils
336027,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals
336028,Kings XI Punjab,Mumbai Indians,field,Wankhede Stadium,Kings XI Punjab,Mumbai Indians
336029,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings
336031,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab
336032,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils
336033,Rajasthan Royals,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings
336002,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore
336035,Kolkata Knight Riders,Kings XI Punjab,bat,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders
336036,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals
336037,Chennai Super Kings,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Chennai Super Kings
336012,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
336019,Kings XI Punjab,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Rajasthan Royals
336038,Rajasthan Royals,Delhi Daredevils,field,Wankhede Stadium,Rajasthan Royals,Delhi Daredevils
336039,Chennai Super Kings,Kings XI Punjab,bat,Wankhede Stadium,Kings XI Punjab,Chennai Super Kings
336040,Rajasthan Royals,Rajasthan Royals,field,Dr DY Patil Sports Academy,Chennai Super Kings,Rajasthan Royals
392181,Mumbai Indians,Chennai Super Kings,field,Newlands,Mumbai Indians,Chennai Super Kings
392182,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Newlands,Royal Challengers Bangalore,Rajasthan Royals
392183,Delhi Daredevils,Delhi Daredevils,field,Newlands,Kings XI Punjab,Delhi Daredevils
392184,Deccan Chargers,Kolkata Knight Riders,bat,Newlands,Kolkata Knight Riders,Deccan Chargers
392185,Chennai Super Kings,Chennai Super Kings,bat,St George's Park,Chennai Super Kings,Royal Challengers Bangalore
392186,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,Kings XI Punjab,Kolkata Knight Riders
392188,Deccan Chargers,Deccan Chargers,bat,Newlands,Deccan Chargers,Royal Challengers Bangalore
392189,Delhi Daredevils,Delhi Daredevils,bat,Kingsmead,Delhi Daredevils,Chennai Super Kings
392190,Unknown,Kolkata Knight Riders,field,Newlands,Rajasthan Royals,Kolkata Knight Riders
392191,Kings XI Punjab,Royal Challengers Bangalore,bat,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab
392192,Deccan Chargers,Deccan Chargers,bat,Kingsmead,Deccan Chargers,Mumbai Indians
392194,Delhi Daredevils,Royal Challengers Bangalore,bat,St George's Park,Royal Challengers Bangalore,Delhi Daredevils
392195,Kings XI Punjab,Kings XI Punjab,bat,Newlands,Kings XI Punjab,Rajasthan Royals
392196,Deccan Chargers,Deccan Chargers,field,Kingsmead,Chennai Super Kings,Deccan Chargers
392197,Mumbai Indians,Mumbai Indians,bat,St George's Park,Mumbai Indians,Kolkata Knight Riders
392198,Rajasthan Royals,Delhi Daredevils,bat,SuperSport Park,Delhi Daredevils,Rajasthan Royals
392199,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore
392200,Kings XI Punjab,Kings XI Punjab,bat,Kingsmead,Kings XI Punjab,Mumbai Indians
392201,Delhi Daredevils,Delhi Daredevils,field,SuperSport Park,Deccan Chargers,Delhi Daredevils
392202,Chennai Super Kings,Rajasthan Royals,field,SuperSport Park,Chennai Super Kings,Rajasthan Royals
392203,Mumbai Indians,Mumbai Indians,bat,Buffalo Park,Mumbai Indians,Kolkata Knight Riders
392204,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Kingsmead,Royal Challengers Bangalore,Kings XI Punjab
392205,Rajasthan Royals,Deccan Chargers,bat,St George's Park,Deccan Chargers,Rajasthan Royals
392206,Chennai Super Kings,Delhi Daredevils,field,New Wanderers Stadium,Chennai Super Kings,Delhi Daredevils
392207,Kings XI Punjab,Kolkata Knight Riders,bat,St George's Park,Kolkata Knight Riders,Kings XI Punjab
392208,Royal Challengers Bangalore,Mumbai Indians,bat,New Wanderers Stadium,Mumbai Indians,Royal Challengers Bangalore
392209,Chennai Super Kings,Chennai Super Kings,bat,Buffalo Park,Chennai Super Kings,Deccan Chargers
392210,Rajasthan Royals,Kings XI Punjab,field,Kingsmead,Rajasthan Royals,Kings XI Punjab
392211,Delhi Daredevils,Kolkata Knight Riders,bat,Kingsmead,Kolkata Knight Riders,Delhi Daredevils
392212,Deccan Chargers,Deccan Chargers,bat,SuperSport Park,Deccan Chargers,Mumbai Indians
392213,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,Royal Challengers Bangalore,Rajasthan Royals
392214,Chennai Super Kings,Chennai Super Kings,bat,SuperSport Park,Chennai Super Kings,Kings XI Punjab
392215,Delhi Daredevils,Mumbai Indians,bat,Buffalo Park,Mumbai Indians,Delhi Daredevils
392216,Kings XI Punjab,Kings XI Punjab,field,De Beers Diamond Oval,Deccan Chargers,Kings XI Punjab
392217,Chennai Super Kings,Rajasthan Royals,bat,De Beers Diamond Oval,Rajasthan Royals,Chennai Super Kings
392218,Mumbai Indians,Mumbai Indians,bat,St George's Park,Mumbai Indians,Royal Challengers Bangalore
392219,Delhi Daredevils,Delhi Daredevils,field,New Wanderers Stadium,Kolkata Knight Riders,Delhi Daredevils
392220,Deccan Chargers,Deccan Chargers,bat,De Beers Diamond Oval,Deccan Chargers,Rajasthan Royals
392221,Royal Challengers Bangalore,Royal Challengers Bangalore,field,SuperSport Park,Kolkata Knight Riders,Royal Challengers Bangalore
392222,Mumbai Indians,Kings XI Punjab,bat,SuperSport Park,Kings XI Punjab,Mumbai Indians
392223,Delhi Daredevils,Deccan Chargers,field,Kingsmead,Delhi Daredevils,Deccan Chargers
392224,Royal Challengers Bangalore,Chennai Super Kings,bat,Kingsmead,Chennai Super Kings,Royal Challengers Bangalore
392225,Rajasthan Royals,Rajasthan Royals,bat,Kingsmead,Rajasthan Royals,Mumbai Indians
392226,Kings XI Punjab,Kings XI Punjab,field,OUTsurance Oval,Delhi Daredevils,Kings XI Punjab
392227,Chennai Super Kings,Mumbai Indians,bat,St George's Park,Mumbai Indians,Chennai Super Kings
392228,Deccan Chargers,Deccan Chargers,field,New Wanderers Stadium,Kolkata Knight Riders,Deccan Chargers
392229,Kings XI Punjab,Deccan Chargers,field,New Wanderers Stadium,Kings XI Punjab,Deccan Chargers
392230,Delhi Daredevils,Delhi Daredevils,bat,OUTsurance Oval,Delhi Daredevils,Rajasthan Royals
392231,Kolkata Knight Riders,Chennai Super Kings,bat,SuperSport Park,Chennai Super Kings,Kolkata Knight Riders
392232,Royal Challengers Bangalore,Delhi Daredevils,bat,New Wanderers Stadium,Delhi Daredevils,Royal Challengers Bangalore
392233,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,Rajasthan Royals,Kolkata Knight Riders
392234,Chennai Super Kings,Chennai Super Kings,bat,Kingsmead,Chennai Super Kings,Kings XI Punjab
392235,Delhi Daredevils,Delhi Daredevils,field,SuperSport Park,Mumbai Indians,Delhi Daredevils
392236,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,SuperSport Park,Royal Challengers Bangalore,Deccan Chargers
392237,Deccan Chargers,Deccan Chargers,field,SuperSport Park,Delhi Daredevils,Deccan Chargers
392238,Royal Challengers Bangalore,Royal Challengers Bangalore,field,New Wanderers Stadium,Chennai Super Kings,Royal Challengers Bangalore
392239,Deccan Chargers,Royal Challengers Bangalore,field,New Wanderers Stadium,Deccan Chargers,Royal Challengers Bangalore
