match_id,match_won_by,toss_winner,toss_decision,venue,team1,team2
980971,Kings XI Punjab,Delhi Daredevils,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Delhi Daredevils
980973,Sunrisers Hyderabad,Mumbai Indians,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians
980975,Gujarat Lions,Gujarat Lions,field,Eden Gardens,Kolkata Knight Riders,Gujarat Lions
980977,Royal Challengers Bangalore,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,Kings XI Punjab
980979,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Rising Pune Supergiants
980981,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
980983,Delhi Daredevils,Delhi Daredevils,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
980985,Kings XI Punjab,Mumbai Indians,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Kings XI Punjab
980987,Royal Challengers Bangalore,Gujarat Lions,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions
980989,Kolkata Knight Riders,Rising Pune Supergiants,bat,Eden Gardens,Rising Pune Supergiants,Kolkata Knight Riders
980991,Sunrisers Hyderabad,Kings XI Punjab,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad
980993,Mumbai Indians,Delhi Daredevils,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Delhi Daredevils
980995,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore
980997,Rising Pune Supergiants,Rising Pune Supergiants,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Daredevils,Rising Pune Supergiants
980999,Royal Challengers Bangalore,Kings XI Punjab,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab
981001,Gujarat Lions,Gujarat Lions,field,Green Park,Kolkata Knight Riders,Gujarat Lions
981003,Delhi Daredevils,Delhi Daredevils,field,Shaheed Veer Narayan Singh International Stadium,Sunrisers Hyderabad,Delhi Daredevils
981005,Rising Pune Supergiants,Kings XI Punjab,bat,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,Rising Pune Supergiants
981007,Gujarat Lions,Gujarat Lions,field,Green Park,Mumbai Indians,Gujarat Lions
981009,Kolkata Knight Riders,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
981011,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Royal Challengers Bangalore
981013,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Gujarat Lions,Royal Challengers Bangalore
981015,Sunrisers Hyderabad,Kolkata Knight Riders,field,Feroz Shah Kotla,Sunrisers Hyderabad,Kolkata Knight Riders
981017,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Feroz Shah Kotla,Gujarat Lions,Sunrisers Hyderabad
981019,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
1082591,Sunrisers Hyderabad,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Royal Challengers Bangalore
1082592,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Mumbai Indians,Rising Pune Supergiant
1082593,Kolkata Knight Riders,Kolkata Knight Riders,field,Saurashtra Cricket Association Stadium,Gujarat Lions,Kolkata Knight Riders
1082594,Kings XI Punjab,Kings XI Punjab,field,Holkar Cricket Stadium,Rising Pune Supergiant,Kings XI Punjab
1082595,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils
1082596,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Sunrisers Hyderabad
1082597,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians
1082598,Kings XI Punjab,Royal Challengers Bangalore,bat,Holkar Cricket Stadium,Royal Challengers Bangalore,Kings XI Punjab
1082599,Delhi Daredevils,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Delhi Daredevils,Rising Pune Supergiant
1082600,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians
1082601,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders
1082602,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
1082603,Gujarat Lions,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions
1082604,Kolkata Knight Riders,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
1082605,Delhi Daredevils,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils,Kings XI Punjab
1082606,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Gujarat Lions,Mumbai Indians
1082607,Rising Pune Supergiant,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
1082608,Kolkata Knight Riders,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders
1082609,Sunrisers Hyderabad,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kings XI Punjab
1082610,Royal Challengers Bangalore,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,Gujarat Lions
1082611,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils
1082612,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians
1082613,Gujarat Lions,Gujarat Lions,field,Eden Gardens,Kolkata Knight Riders,Gujarat Lions
1082614,Mumbai Indians,Delhi Daredevils,field,Wankhede Stadium,Mumbai Indians,Delhi Daredevils
1082615,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Rising Pune Supergiant
1082616,Kings XI Punjab,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Kings XI Punjab,Gujarat Lions
1082617,Kolkata Knight Riders,Royal Challengers Bangalore,field,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore
1082618,Rising Pune Supergiant,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiant,Mumbai Indians
1082620,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Kolkata Knight Riders
1082621,Gujarat Lions,Gujarat Lions,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Gujarat Lions
1082622,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Delhi Daredevils,Kolkata Knight Riders
1082623,Sunrisers Hyderabad,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab
1082624,Rising Pune Supergiant,Royal Challengers Bangalore,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Royal Challengers Bangalore
1082625,Unknown,Gujarat Lions,bat,Saurashtra Cricket Association Stadium,Gujarat Lions,Mumbai Indians
1082626,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,Kings XI Punjab
1082627,Sunrisers Hyderabad,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Kolkata Knight Riders
1082628,Mumbai Indians,Royal Challengers Bangalore,bat,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians
1082629,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Gujarat Lions,Rising Pune Supergiant
1082630,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Sunrisers Hyderabad,Delhi Daredevils
1082631,Rising Pune Supergiant,Rising Pune Supergiant,field,Eden Gardens,Kolkata Knight Riders,Rising Pune Supergiant
1082632,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Gujarat Lions,Delhi Daredevils
1082633,Kings XI Punjab,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore
1082634,Rising Pune Supergiant,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,Sunrisers Hyderabad
1082635,Mumbai Indians,Delhi Daredevils,field,Feroz Shah Kotla,Mumbai Indians,Delhi Daredevils
1082636,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders
1082637,Gujarat Lions,Gujarat Lions,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Gujarat Lions
1082638,Sunrisers Hyderabad,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Sunrisers Hyderabad
1082639,Kings XI Punjab,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders
1082640,Delhi Daredevils,Delhi Daredevils,field,Green Park,Gujarat Lions,Delhi Daredevils
1082641,Kings XI Punjab,Mumbai Indians,field,Wankhede Stadium,Kings XI Punjab,Mumbai Indians
1082642,Delhi Daredevils,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils,Rising Pune Supergiant
1082643,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Green Park,Gujarat Lions,Sunrisers Hyderabad
1082644,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,Mumbai Indians,Kolkata Knight Riders
1082645,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Kings XI Punjab,Rising Pune Supergiant
1082646,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils
1082647,Rising Pune Supergiant,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiant,Mumbai Indians
1082648,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders
1082649,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians
1082650,Mumbai Indians,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Rising Pune Supergiant
1136561,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai Indians,Chennai Super Kings
1136562,Kings XI Punjab,Kings XI Punjab,field,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,Kings XI Punjab
1136563,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders
1136564,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad
1136565,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings
1136566,Rajasthan Royals,Delhi Daredevils,field,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils
1136567,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad
1136568,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Kings XI Punjab,Royal Challengers Bangalore
1136569,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,Mumbai Indians,Delhi Daredevils
1136570,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad
1136571,Rajasthan Royals,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore
1136572,Kings XI Punjab,Chennai Super Kings,field,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Chennai Super Kings
1136573,Kolkata Knight Riders,Delhi Daredevils,field,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils
1136574,Mumbai Indians,Royal Challengers Bangalore,field,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore
1136575,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
1136576,Kings XI Punjab,Kings XI Punjab,bat,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Sunrisers Hyderabad
1136577,Chennai Super Kings,Rajasthan Royals,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,Rajasthan Royals
1136578,Kings XI Punjab,Kings XI Punjab,field,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab
1136579,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Delhi Daredevils,Royal Challengers Bangalore
1136580,Chennai Super Kings,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad
1136581,Rajasthan Royals,Mumbai Indians,bat,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals
1136582,Kings XI Punjab,Delhi Daredevils,field,Arun Jaitley Stadium,Kings XI Punjab,Delhi Daredevils
1136583,Sunrisers Hyderabad,Mumbai Indians,field,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians
1136584,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings
1136585,Sunrisers Hyderabad,Kings XI Punjab,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kings XI Punjab
1136586,Delhi Daredevils,Kolkata Knight Riders,field,Arun Jaitley Stadium,Delhi Daredevils,Kolkata Knight Riders
1136587,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,Mumbai Indians
1136588,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals
1136589,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders
1136590,Chennai Super Kings,Delhi Daredevils,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,Delhi Daredevils
1136591,Royal Challengers Bangalore,Mumbai Indians,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians
1136592,Delhi Daredevils,Rajasthan Royals,field,Arun Jaitley Stadium,Delhi Daredevils,Rajasthan Royals
1136593,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders
1136594,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Kings XI Punjab,Mumbai Indians
1136595,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings
1136596,Sunrisers Hyderabad,Delhi Daredevils,bat,Rajiv Gandhi International Stadium,Delhi Daredevils,Sunrisers Hyderabad
1136597,Mumbai Indians,Kolkata Knight Riders,field,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders
1136598,Kings XI Punjab,Kings XI Punjab,field,Holkar Cricket Stadium,Rajasthan Royals,Kings XI Punjab
1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
1136600,Rajasthan Royals,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab
1136601,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,Mumbai Indians,Kolkata Knight Riders
1136602,Sunrisers Hyderabad,Delhi Daredevils,bat,Arun Jaitley Stadium,Delhi Daredevils,Sunrisers Hyderabad
1136603,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,Chennai Super Kings,Rajasthan Royals
1136604,Kolkata Knight Riders,Kings XI Punjab,field,Holkar Cricket Stadium,Kolkata Knight Riders,Kings XI Punjab
1136605,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Arun Jaitley Stadium,Delhi Daredevils,Royal Challengers Bangalore
1136606,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Sunrisers Hyderabad,Chennai Super Kings
1136607,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai Indians,Rajasthan Royals
1136608,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Holkar Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
1136609,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders
1136610,Mumbai Indians,Kings XI Punjab,field,Wankhede Stadium,Mumbai Indians,Kings XI Punjab
1136611,Royal Challengers Bangalore,Sunrisers Hyderabad,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
1136612,Delhi Daredevils,Chennai Super Kings,field,Arun Jaitley Stadium,Delhi Daredevils,Chennai Super Kings
1136613,Rajasthan Royals,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,Royal Challengers Bangalore
1136614,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kolkata Knight Riders
1136615,Delhi Daredevils,Delhi Daredevils,bat,Arun Jaitley Stadium,Delhi Daredevils,Mumbai Indians
1136616,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Kings XI Punjab,Chennai Super Kings
1136617,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings
1136618,Kolkata Knight Riders,Rajasthan Royals,field,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals
1136619,Sunrisers Hyderabad,Kolkata Knight Riders,field,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders
1136620,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Sunrisers Hyderabad,Chennai Super Kings
1175356,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings
1175357,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders
1175358,Delhi Capitals,Mumbai Indians,field,Wankhede Stadium,Delhi Capitals,Mumbai Indians
1175359,Kings XI Punjab,Rajasthan Royals,field,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals
1175360,Chennai Super Kings,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings
1175361,Kolkata Knight Riders,Kings XI Punjab,field,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab
1175362,Mumbai Indians,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore
1175363,Sunrisers Hyderabad,Rajasthan Royals,bat,Rajiv Gandhi International Stadium,Rajasthan Royals,Sunrisers Hyderabad
1175364,Kings XI Punjab,Kings XI Punjab,field,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,Kings XI Punjab
1175365,Unknown,Delhi Capitals,field,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals
1175366,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
1175367,Chennai Super Kings,Rajasthan Royals,field,MA Chidambaram Stadium,Chennai Super Kings,Rajasthan Royals
1175368,Kings XI Punjab,Delhi Capitals,field,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Delhi Capitals
1175369,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals
1175370,Mumbai Indians,Chennai Super Kings,field,Wankhede Stadium,Mumbai Indians,Chennai Super Kings
1175371,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad
1175372,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders
1178393,Chennai Super Kings,Chennai Super Kings,bat,MA Chidambaram Stadium,Chennai Super Kings,Kings XI Punjab
1178394,Mumbai Indians,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Mumbai Indians,Sunrisers Hyderabad
1178395,Delhi Capitals,Delhi Capitals,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals
1178396,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders
1178397,Kings XI Punjab,Kings XI Punjab,field,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,Kings XI Punjab
1178398,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings
1178399,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kings XI Punjab,Mumbai Indians
1178400,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings
1178401,Delhi Capitals,Delhi Capitals,field,Eden Gardens,Kolkata Knight Riders,Delhi Capitals
1178402,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Mumbai Indians,Rajasthan Royals
1178403,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Royal Challengers Bangalore
1178404,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings
1178405,Delhi Capitals,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Delhi Capitals,Sunrisers Hyderabad
1178406,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians
1178407,Kings XI Punjab,Rajasthan Royals,field,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Rajasthan Royals
1178408,Sunrisers Hyderabad,Chennai Super Kings,bat,Rajiv Gandhi International Stadium,Chennai Super Kings,Sunrisers Hyderabad
1178409,Mumbai Indians,Mumbai Indians,bat,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals
1178410,Royal Challengers Bangalore,Kolkata Knight Riders,field,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders
1178411,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Mumbai Indians,Rajasthan Royals
1178412,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,Kings XI Punjab,Delhi Capitals
1178413,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad
1178414,Royal Challengers Bangalore,Chennai Super Kings,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings
1178415,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals
1178416,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings
1178417,Royal Challengers Bangalore,Kings XI Punjab,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab
1178418,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata Knight Riders,Rajasthan Royals
1178419,Mumbai Indians,Chennai Super Kings,field,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings
1178420,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Sunrisers Hyderabad,Rajasthan Royals
1178421,Delhi Capitals,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore
1178422,Kolkata Knight Riders,Mumbai Indians,field,Eden Gardens,Kolkata Knight Riders,Mumbai Indians
1178423,Sunrisers Hyderabad,Kings XI Punjab,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Kings XI Punjab
1178424,Unknown,Rajasthan Royals,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,Rajasthan Royals
1178425,Chennai Super Kings,Delhi Capitals,field,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals
1178426,Unknown,Mumbai Indians,bat,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad
1178427,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,Kolkata Knight Riders
1178428,Delhi Capitals,Rajasthan Royals,bat,Arun Jaitley Stadium,Rajasthan Royals,Delhi Capitals
1178429,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore
1178430,Kings XI Punjab,Kings XI Punjab,field,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,Kings XI Punjab
1178431,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians
1181764,Mumbai Indians,Chennai Super Kings,bat,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians
1181766,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Delhi Capitals
1181767,Chennai Super Kings,Chennai Super Kings,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,Chennai Super Kings
1181768,Mumbai Indians,Mumbai Indians,bat,Rajiv Gandhi International Stadium,Mumbai Indians,Chennai Super Kings
1216492,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,Mumbai Indians,Chennai Super Kings
1216493,Unknown,Kings XI Punjab,field,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab
1216534,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
1216496,Rajasthan Royals,Chennai Super Kings,field,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings
1216508,Mumbai Indians,Kolkata Knight Riders,field,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders
1216510,Kings XI Punjab,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
1216539,Delhi Capitals,Chennai Super Kings,field,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings
1216545,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sheikh Zayed Stadium,Sunrisers Hyderabad,Kolkata Knight Riders
1216527,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,Kings XI Punjab,Rajasthan Royals
1216547,Unknown,Mumbai Indians,field,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians
1216532,Sunrisers Hyderabad,Delhi Capitals,field,Sheikh Zayed Stadium,Sunrisers Hyderabad,Delhi Capitals
1216504,Kolkata Knight Riders,Rajasthan Royals,field,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals
1216503,Mumbai Indians,Kings XI Punjab,field,Sheikh Zayed Stadium,Mumbai Indians,Kings XI Punjab
