matchId,team1,team2,tossWinner,venue,team1_runs,team2_runs,winner,team1_win
10,England,South Africa,South Africa,Trent Bridge,111,114,South Africa,0
100,Pakistan,Australia,Australia,Dubai International Cricket Stadium,176,177,Australia,0
1000,South Africa,Pakistan,Pakistan,R Premadasa Stadium,133,136,Pakistan,0
1001,West Indies,Australia,West Indies,"Brisbane Cricket Ground, Woolloongabba",191,164,West Indies,1
1004,South Africa,India,India,New Wanderers Stadium,126,127,India,0
1013,West Indies,Pakistan,West Indies,"Beausejour Stadium, Gros Islet",150,143,West Indies,1
1014,Pakistan,New Zealand,New Zealand,Eden Park,143,146,New Zealand,0
1018,Sri Lanka,Pakistan,Pakistan,Sheikh Zayed Stadium,141,142,Pakistan,0
1021,New Zealand,South Africa,South Africa,Seddon Park,173,174,South Africa,0
1024,South Africa,Australia,Australia,New Wanderers Stadium,204,205,Australia,0
1025,South Africa,Pakistan,South Africa,The Wanderers Stadium,188,181,South Africa,1
1027,India,South Africa,South Africa,M.Chinnaswamy Stadium,134,140,South Africa,0
1028,Pakistan,England,England,"Old Trafford, Manchester",154,155,England,0
1030,Afghanistan,New Zealand,New Zealand,"Zayed Cricket Stadium, Abu Dhabi",124,125,New Zealand,0
1031,Sri Lanka,India,India,Shere Bangla National Stadium,138,142,India,0
1033,Afghanistan,Netherlands,Netherlands,Sharjah Cricket Stadium,90,92,Netherlands,0
1034,Sri Lanka,Bangladesh,Bangladesh,"R.Premadasa Stadium, Khettarama",214,215,Bangladesh,0
1035,Bangladesh,Sri Lanka,Sri Lanka,Zahur Ahmed Chowdhury Stadium,120,123,Sri Lanka,0
1036,Bangladesh,Zimbabwe,Bangladesh,Zahur Ahmed Chowdhury Stadium,175,136,Bangladesh,1
1037,Sri Lanka,West Indies,Sri Lanka,Pallekele International Cricket Stadium,215,185,Sri Lanka,1
1041,India,Sri Lanka,Sri Lanka,"Beausejour Stadium, Gros Islet",163,167,Sri Lanka,0
1042,South Africa,Pakistan,Pakistan,Gaddafi Stadium,164,169,Pakistan,0
1044,South Africa,Sri Lanka,South Africa,The Wanderers Stadium,198,137,South Africa,1
1049,New Zealand,Pakistan,Pakistan,Dubai International Cricket Stadium,135,140,Pakistan,0
1053,Sri Lanka,England,England,"Sophia Gardens, Cardiff",129,130,England,0
1055,England,New Zealand,England,Jade Stadium,193,143,England,1
1059,India,South Africa,South Africa,Himachal Pradesh Cricket Association Stadium,199,200,South Africa,0
1066,South Africa,England,South Africa,SuperSport Park,241,157,South Africa,1
1068,Sri Lanka,England,Sri Lanka,The Rose Bowl,163,161,Sri Lanka,1
1074,England,Netherlands,Netherlands,Lord's,162,163,Netherlands,0
1077,Sri Lanka,India,India,Wankhede Stadium,135,139,India,0
1078,Ireland,Zimbabwe,Zimbabwe,Bready,171,172,Zimbabwe,0
1079,Zimbabwe,Bangladesh,Bangladesh,Harare Sports Club,193,194,Bangladesh,0
1080,Bangladesh,India,India,"R.Premadasa Stadium, Khettarama",166,168,India,0
1081,Australia,New Zealand,Australia,Sydney Cricket Ground,150,149,Australia,1
1083,Australia,West Indies,West Indies,"Kensington Oval, Bridgetown",97,102,West Indies,0
1084,Sri Lanka,West Indies,Sri Lanka,Kennington Oval,158,101,Sri Lanka,1
1087,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",196,140,West Indies,1
1089,Zimbabwe,Afghanistan,Afghanistan,Queens Sports Club,153,154,Afghanistan,0
1090,Bangladesh,New Zealand,New Zealand,McLean Park,141,143,New Zealand,0
1092,Ireland,Australia,Australia,R Premadasa Stadium,123,125,Australia,0
1093,Sri Lanka,South Africa,South Africa,Feroz Shah Kotla,120,122,South Africa,0
1099,Pakistan,Australia,Pakistan,Dubai International Cricket Stadium,147,136,Pakistan,1
11,South Africa,England,England,Newlands,191,192,England,0
110,Sri Lanka,India,Sri Lanka,"Vidarbha Cricket Association Stadium, Jamtha",215,186,Sri Lanka,1
1101,South Africa,Australia,South Africa,New Wanderers Stadium,201,199,South Africa,1
1106,West Indies,India,India,Shere Bangla National Stadium,129,130,India,0
111,England,Pakistan,Pakistan,County Ground,144,148,Pakistan,0
1112,New Zealand,Australia,New Zealand,University Oval,219,215,New Zealand,1
1118,South Africa,Australia,Australia,SuperSport Park,128,129,Australia,0
1122,South Africa,New Zealand,South Africa,Lord's,128,127,South Africa,1
1125,India,West Indies,West Indies,Wankhede Stadium,192,196,West Indies,0
1126,Bangladesh,West Indies,West Indies,"Warner Park, Basseterre",118,119,West Indies,0
1128,New Zealand,Bangladesh,New Zealand,Bay Oval,195,148,New Zealand,1
1129,West Indies,New Zealand,West Indies,"Windsor Park, Roseau",165,126,West Indies,1
1133,Australia,South Africa,South Africa,Adelaide Oval,144,145,South Africa,0
1135,South Africa,New Zealand,South Africa,Eden Park,185,107,South Africa,1
1137,Netherlands,Bangladesh,Bangladesh,Sportpark Westvliet,144,145,Bangladesh,0
1139,Ireland,India,India,Trent Bridge,112,113,India,0
1144,New Zealand,Pakistan,New Zealand,Dubai International Cricket Stadium,144,127,New Zealand,1
1145,India,Australia,Australia,Melbourne Cricket Ground,74,75,Australia,0
1146,Bangladesh,New Zealand,New Zealand,Seddon Park,78,79,New Zealand,0
1148,Australia,New Zealand,Australia,Westpac Stadium,208,144,Australia,1
115,New Zealand,Pakistan,Pakistan,Kennington Oval,99,100,Pakistan,0
1152,Pakistan,Australia,Australia,Dubai International Cricket Stadium,96,97,Australia,0
1153,England,West Indies,West Indies,Wankhede Stadium,182,183,West Indies,0
1157,Afghanistan,Zimbabwe,Afghanistan,Sheikh Zayed Stadium,183,136,Afghanistan,1
1158,Afghanistan,West Indies,Afghanistan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,156,127,Afghanistan,1
1159,Pakistan,Australia,Pakistan,Sheikh Zayed Stadium,155,89,Pakistan,1
116,India,England,England,Green Park,147,148,England,0
1162,England,Australia,England,The Rose Bowl,162,160,England,1
1163,India,New Zealand,New Zealand,Westpac Stadium,149,150,New Zealand,0
1165,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",145,127,West Indies,1
1168,Sri Lanka,Zimbabwe,Sri Lanka,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",182,100,Sri Lanka,1
1171,Pakistan,Sri Lanka,Pakistan,R Premadasa Stadium,172,120,Pakistan,1
1173,India,Sri Lanka,India,Holkar Cricket Stadium,260,172,India,1
1174,Sri Lanka,Bangladesh,Bangladesh,"R.Premadasa Stadium, Khettarama",159,160,Bangladesh,0
1176,India,Zimbabwe,India,Harare Sports Club,138,135,India,1
1177,Sri Lanka,Pakistan,Pakistan,Lord's,138,139,Pakistan,0
118,New Zealand,Australia,Australia,Sydney Cricket Ground,117,96,New Zealand,1
1180,West Indies,Australia,Australia,Sydney Cricket Ground,138,142,Australia,0
1181,Bangladesh,West Indies,West Indies,"Warner Park, Basseterre",143,93,Bangladesh,1
1182,South Africa,Pakistan,South Africa,Dubai International Cricket Stadium,150,144,South Africa,1
1185,England,New Zealand,England,Old Trafford,191,135,England,1
1186,India,South Africa,India,Moses Mabhida Stadium,168,147,India,1
1190,Australia,Sri Lanka,Sri Lanka,Melbourne Cricket Ground,168,172,Sri Lanka,0
1192,Netherlands,Ireland,Ireland,Dubai International Cricket Stadium,114,115,Ireland,0
1198,Netherlands,England,Netherlands,Zahur Ahmed Chowdhury Stadium,133,88,Netherlands,1
120,New Zealand,Sri Lanka,New Zealand,R Premadasa Stadium,141,138,New Zealand,1
1201,Ireland,Afghanistan,Afghanistan,Dubai International Cricket Stadium,71,75,Afghanistan,0
1202,Bangladesh,Sri Lanka,Sri Lanka,R Premadasa Stadium,155,158,Sri Lanka,0
1205,Afghanistan,Ireland,Afghanistan,Greater Noida Sports Complex Ground,184,93,Afghanistan,1
1207,West Indies,India,India,Eden Gardens,109,110,India,0
1213,Bangladesh,Zimbabwe,Bangladesh,Queens Sports Club,168,134,Bangladesh,1
1215,Sri Lanka,England,England,"Sophia Gardens, Cardiff",111,108,Sri Lanka,1
1216,Sri Lanka,West Indies,Sri Lanka,"Zayed Cricket Stadium, Abu Dhabi",189,169,Sri Lanka,1
1217,Sri Lanka,Pakistan,Pakistan,Dubai International Cricket Stadium,145,146,Pakistan,0
1219,West Indies,Ireland,West Indies,Providence Stadium,138,68,West Indies,1
1221,Netherlands,New Zealand,New Zealand,Zahur Ahmed Chowdhury Stadium,151,152,New Zealand,0
1224,South Africa,England,South Africa,Buffalo Park,177,176,South Africa,1
1225,New Zealand,England,England,"Beausejour Stadium, Gros Islet",149,153,England,0
1226,Pakistan,South Africa,South Africa,Gaddafi Stadium,144,145,South Africa,0
1227,England,New Zealand,England,Eden Park,214,174,England,1
1228,Bangladesh,Zimbabwe,Zimbabwe,Shere Bangla National Stadium,135,136,Zimbabwe,0
1229,Pakistan,South Africa,South Africa,Sheikh Zayed Stadium,120,125,South Africa,0
1231,Pakistan,South Africa,Pakistan,SuperSport Park,168,141,Pakistan,1
1234,South Africa,England,South Africa,Sharjah Cricket Stadium,189,179,South Africa,1
1235,Bangladesh,India,India,"R.Premadasa Stadium, Khettarama",139,140,India,0
1236,Afghanistan,Bangladesh,Afghanistan,"Shere Bangla National Stadium, Mirpur",164,139,Afghanistan,1
1237,Sri Lanka,India,India,Holkar Cricket Stadium,142,144,India,0
1238,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,161,136,Pakistan,1
1240,South Africa,New Zealand,South Africa,Eden Park,165,162,South Africa,1
1242,New Zealand,Sri Lanka,New Zealand,Central Broward Regional Park Stadium Turf Ground,120,92,New Zealand,1
1245,New Zealand,England,England,Old Trafford,123,127,England,0
1249,New Zealand,Pakistan,New Zealand,Seddon Park,185,146,New Zealand,1
1253,India,Australia,Australia,R Premadasa Stadium,140,141,Australia,0
1255,Afghanistan,Netherlands,Netherlands,Dubai International Cricket Stadium,128,132,Netherlands,0
1257,India,Sri Lanka,Sri Lanka,Shere Bangla National Stadium,130,134,Sri Lanka,0
1258,Zimbabwe,Pakistan,Pakistan,Gaddafi Stadium,172,173,Pakistan,0
1259,West Indies,Bangladesh,Bangladesh,Shere Bangla National Stadium,132,135,Bangladesh,0
1260,Sri Lanka,Australia,Australia,Melbourne Cricket Ground,142,145,Australia,0
1263,India,England,India,Narendra Modi Stadium,185,177,India,1
1264,India,Pakistan,Pakistan,Dubai International Cricket Stadium,151,152,Pakistan,0
1265,India,South Africa,India,Newlands,172,165,India,1
1266,England,West Indies,England,"Warner Park, St Kitts",182,45,England,1
1270,Bangladesh,England,England,"Zayed Cricket Stadium, Abu Dhabi",124,126,England,0
1285,Zimbabwe,India,Zimbabwe,Harare Sports Club,170,168,Zimbabwe,1
1286,Australia,Pakistan,Pakistan,Dubai International Cricket Stadium,89,90,Pakistan,0
1290,Pakistan,India,India,R Premadasa Stadium,128,129,India,0
1292,Ireland,Afghanistan,Afghanistan,Dubai International Cricket Stadium,142,147,Afghanistan,0
1295,New Zealand,England,New Zealand,Kennington Oval,201,196,New Zealand,1
13,Netherlands,Afghanistan,Afghanistan,Dubai International Cricket Stadium,149,150,Afghanistan,0
1300,Netherlands,Ireland,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),182,183,Ireland,0
1301,Zimbabwe,Pakistan,Pakistan,Harare Sports Club,162,163,Pakistan,0
1307,Zimbabwe,Pakistan,Zimbabwe,Harare Sports Club,118,99,Zimbabwe,1
1308,South Africa,Ireland,South Africa,"The Village, Malahide, Dublin",165,132,South Africa,1
1309,England,South Africa,England,Sophia Gardens,181,162,England,1
131,India,Sri Lanka,India,"R Premadasa Stadium, Colombo",164,126,India,1
1310,Sri Lanka,Bangladesh,Sri Lanka,New Wanderers Stadium,147,83,Sri Lanka,1
1311,India,Pakistan,India,"Sardar Patel Stadium, Motera",192,181,India,1
1314,India,Ireland,India,"The Village, Malahide",213,70,India,1
1316,Sri Lanka,South Africa,South Africa,"R Premadasa Stadium, Colombo",120,121,South Africa,0
1320,West Indies,Ireland,Ireland,"Sabina Park, Kingston",116,117,Ireland,0
1321,South Africa,Australia,Australia,Stadium Australia,145,146,Australia,0
1323,Ireland,Afghanistan,Ireland,Sheikh Zayed Stadium,225,157,Ireland,1
1326,Sri Lanka,Pakistan,Sri Lanka,Gaddafi Stadium,147,134,Sri Lanka,1
1327,India,South Africa,India,"Beausejour Stadium, Gros Islet",186,172,India,1
1332,Pakistan,West Indies,Pakistan,National Stadium,203,60,Pakistan,1
1333,New Zealand,South Africa,South Africa,Kingsmead,151,152,South Africa,0
1336,Pakistan,Bangladesh,Pakistan,Shere Bangla National Stadium,190,140,Pakistan,1
1341,England,South Africa,England,"Kensington Oval, Bridgetown",168,129,England,1
1342,West Indies,Australia,West Indies,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",199,183,West Indies,1
1343,India,England,England,Sophia Gardens,148,149,England,0
1344,South Africa,Bangladesh,South Africa,Mangaung Oval,195,175,South Africa,1
1346,Australia,India,India,Sydney Cricket Ground,194,195,India,0
1347,West Indies,Bangladesh,West Indies,Shere Bangla National Stadium,197,179,West Indies,1
1348,Pakistan,West Indies,Pakistan,Dubai International Cricket Stadium,160,144,Pakistan,1
1350,Australia,Sri Lanka,Australia,Adelaide Oval,187,146,Australia,1
1351,Ireland,Afghanistan,Afghanistan,"Rajiv Gandhi International Cricket Stadium, Dehradun",132,136,Afghanistan,0
1352,Bangladesh,Pakistan,Pakistan,Gaddafi Stadium,136,137,Pakistan,0
1355,Zimbabwe,New Zealand,New Zealand,Eden Park,159,160,New Zealand,0
1356,Pakistan,West Indies,West Indies,"Queen's Park Oval, Port of Spain",137,138,West Indies,0
1358,Pakistan,New Zealand,Pakistan,Dubai International Cricket Stadium,161,112,Pakistan,1
1359,South Africa,England,South Africa,Newlands,154,135,South Africa,1
1360,Ireland,Zimbabwe,Ireland,"Bready Cricket Club, Magheramason, Bready",174,110,Ireland,1
1372,India,Sri Lanka,India,Maharashtra Cricket Association Stadium,201,123,India,1
1373,Afghanistan,Bangladesh,Bangladesh,Zahur Ahmed Chowdhury Stadium,138,139,Bangladesh,0
1374,West Indies,Sri Lanka,West Indies,R Premadasa Stadium,162,139,West Indies,1
1376,Pakistan,India,India,Shere Bangla National Stadium,83,85,India,0
1377,England,South Africa,England,Kingsmead,204,202,England,1
1380,New Zealand,Australia,Australia,Eden Park,150,121,New Zealand,1
1384,Bangladesh,South Africa,South Africa,"Zayed Cricket Stadium, Abu Dhabi",84,86,South Africa,0
1389,England,Pakistan,Pakistan,Dubai International Cricket Stadium,148,149,Pakistan,0
139,South Africa,Netherlands,South Africa,Zahur Ahmed Chowdhury Stadium,145,139,South Africa,1
1392,Pakistan,England,England,"Kensington Oval, Bridgetown",147,151,England,0
1394,Pakistan,England,England,Sophia Gardens,126,129,England,0
1395,Afghanistan,Ireland,Ireland,Dubai International Cricket Stadium,152,156,Ireland,0
1399,Bangladesh,West Indies,Bangladesh,Central Broward Regional Park Stadium Turf Ground,171,159,Bangladesh,1
1401,Ireland,West Indies,West Indies,"Warner Park, St Kitts",138,140,West Indies,0
1402,Bangladesh,Ireland,Ireland,Trent Bridge,137,138,Ireland,0
1405,Zimbabwe,Pakistan,Pakistan,Rawalpindi Cricket Stadium,129,130,Pakistan,0
1406,England,India,England,Lord's,153,150,England,1
1407,England,West Indies,West Indies,"Kensington Oval, Bridgetown",152,155,West Indies,0
1408,South Africa,Bangladesh,South Africa,New Wanderers Stadium,118,109,South Africa,1
1411,South Africa,West Indies,West Indies,"National Cricket Stadium, St George's, Grenada",160,161,West Indies,0
1413,England,Sri Lanka,England,Feroz Shah Kotla,171,161,England,1
1414,Zimbabwe,South Africa,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",93,94,South Africa,0
1415,Sri Lanka,West Indies,Sri Lanka,"Coolidge Cricket Ground, Antigua",160,117,Sri Lanka,1
1422,Pakistan,New Zealand,Pakistan,Sheikh Zayed Stadium,148,146,Pakistan,1
1425,Pakistan,Bangladesh,Pakistan,Gymkhana Club Ground,191,161,Pakistan,1
1426,Australia,Zimbabwe,Zimbabwe,Newlands,138,139,Zimbabwe,0
1429,South Africa,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",145,123,South Africa,1
1430,New Zealand,Bangladesh,New Zealand,"Shere Bangla National Stadium, Mirpur",161,134,New Zealand,1
1435,Australia,New Zealand,Australia,Westpac Stadium,156,106,Australia,1
1436,Sri Lanka,England,England,Zahur Ahmed Chowdhury Stadium,189,190,England,0
144,Sri Lanka,Bangladesh,Sri Lanka,Pallekele International Cricket Stadium,198,181,Sri Lanka,1
1443,South Africa,Sri Lanka,Sri Lanka,"R.Premadasa Stadium, Khettarama",98,99,Sri Lanka,0
1444,Pakistan,Sri Lanka,Sri Lanka,Maple Leaf North-West Ground,132,133,Sri Lanka,0
1445,Sri Lanka,Australia,Sri Lanka,Pallekele International Cricket Stadium,198,163,Sri Lanka,1
1446,South Africa,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound",120,119,South Africa,1
1447,Australia,India,India,Sydney Cricket Ground,197,200,India,0
1448,England,Australia,Australia,Melbourne Cricket Ground,137,138,Australia,0
1449,India,West Indies,West Indies,Lord's,153,156,West Indies,0
1450,West Indies,India,India,"Providence Stadium, Guyana",146,150,India,0
1453,Afghanistan,Ireland,Afghanistan,Greater Noida Sports Complex Ground,184,163,Afghanistan,1
1457,Ireland,Netherlands,Netherlands,Sylhet Stadium,189,193,Netherlands,0
1458,Pakistan,New Zealand,Pakistan,Dubai International Cricket Stadium,153,146,Pakistan,1
1459,New Zealand,England,New Zealand,Saxton Oval,180,166,New Zealand,1
1463,Australia,England,Australia,The Rose Bowl,248,209,Australia,1
1464,Australia,India,Australia,Sydney Cricket Ground,186,174,Australia,1
1467,West Indies,Afghanistan,West Indies,"Warner Park, Basseterre",112,93,West Indies,1
1468,West Indies,New Zealand,New Zealand,Eden Park,180,179,West Indies,1
1469,England,India,India,Old Trafford,159,163,India,0
1475,Sri Lanka,Pakistan,Pakistan,Sheikh Zayed Stadium,102,103,Pakistan,0
1476,South Africa,West Indies,West Indies,"Vidarbha Cricket Association Stadium, Jamtha",122,123,West Indies,0
1477,South Africa,West Indies,West Indies,Newlands,165,168,West Indies,0
1478,South Africa,Bangladesh,South Africa,Shere Bangla National Stadium,169,138,South Africa,1
148,Afghanistan,Ireland,Afghanistan,"Bready Cricket Club, Magheramason",160,79,Afghanistan,1
1480,Australia,India,India,Melbourne Cricket Ground,131,135,India,0
1481,India,Sri Lanka,India,JSCA International Stadium Complex,196,127,India,1
1483,Australia,South Africa,Australia,Newlands,193,96,Australia,1
1485,New Zealand,Pakistan,New Zealand,"Kensington Oval, Bridgetown",133,132,New Zealand,1
1486,Pakistan,South Africa,Pakistan,SuperSport Park,195,100,Pakistan,1
1487,West Indies,South Africa,South Africa,New Wanderers Stadium,131,134,South Africa,0
1489,West Indies,England,West Indies,Kennington Oval,113,88,West Indies,1
149,Netherlands,Zimbabwe,Netherlands,Hazelaarweg,199,150,Netherlands,1
1491,Pakistan,India,India,Eden Gardens,118,119,India,0
1493,England,West Indies,West Indies,Providence Stadium,191,60,England,1
1495,India,Sri Lanka,Sri Lanka,"R Premadasa Stadium, Colombo",81,82,Sri Lanka,0
1499,India,Australia,Australia,Barsapara Cricket Stadium,118,122,Australia,0
150,West Indies,Bangladesh,West Indies,Sharjah Cricket Stadium,142,139,West Indies,1
1501,Pakistan,England,England,Old Trafford,195,199,England,0
1502,India,Australia,India,Adelaide Oval,188,151,India,1
1503,South Africa,Sri Lanka,Sri Lanka,New Wanderers Stadium,113,119,Sri Lanka,0
1504,Bangladesh,Zimbabwe,Bangladesh,"Shere Bangla National Stadium, Mirpur",200,152,Bangladesh,1
1505,Sri Lanka,Pakistan,Pakistan,Maple Leaf North-West Ground,137,141,Pakistan,0
1508,South Africa,New Zealand,New Zealand,New Wanderers Stadium,133,134,New Zealand,0
1510,New Zealand,South Africa,South Africa,New Wanderers Stadium,129,131,South Africa,0
1511,India,South Africa,India,Kingsmead,153,116,India,1
1512,Pakistan,Zimbabwe,Pakistan,Harare Sports Club,149,138,Pakistan,1
1513,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",159,117,South Africa,1
1516,South Africa,Zimbabwe,South Africa,De Beers Diamond Oval,194,186,South Africa,1
1519,Australia,Bangladesh,Bangladesh,"Shere Bangla National Stadium, Mirpur",121,123,Bangladesh,0
1520,Netherlands,Ireland,Netherlands,Dubai International Cricket Stadium,158,137,Netherlands,1
1524,Australia,England,England,"Kensington Oval, Bridgetown",147,148,England,0
1525,Sri Lanka,Pakistan,Sri Lanka,R Premadasa Stadium,139,123,Sri Lanka,1
1526,West Indies,Australia,Australia,R Premadasa Stadium,191,100,West Indies,1
1527,South Africa,West Indies,South Africa,"Sir Vivian Richards Stadium, North Sound",136,123,South Africa,1
153,India,West Indies,India,"Queen's Park Oval, Port of Spain",159,143,India,1
1531,New Zealand,India,India,Eden Park,158,162,India,0
1537,Sri Lanka,South Africa,Sri Lanka,Zahur Ahmed Chowdhury Stadium,165,160,Sri Lanka,1
154,Bangladesh,Afghanistan,Afghanistan,Rajiv Gandhi International Cricket Stadium,134,135,Afghanistan,0
1541,New Zealand,Bangladesh,New Zealand,Eden Park,141,76,New Zealand,1
1543,Sri Lanka,South Africa,South Africa,Sharjah Cricket Stadium,142,146,South Africa,0
1546,Pakistan,New Zealand,Pakistan,Bay Oval,181,163,Pakistan,1
1547,New Zealand,Pakistan,New Zealand,Westpac Stadium,196,101,New Zealand,1
1550,New Zealand,Sri Lanka,New Zealand,Eden Park,179,144,New Zealand,1
1551,South Africa,Pakistan,Pakistan,"SuperSport Park, Centurion",144,149,Pakistan,0
1552,West Indies,Bangladesh,West Indies,Shere Bangla National Stadium,171,98,West Indies,1
1556,Sri Lanka,Bangladesh,Sri Lanka,Sylhet International Cricket Stadium,210,135,Sri Lanka,1
156,Pakistan,India,India,Shere Bangla National Stadium,130,131,India,0
1560,New Zealand,West Indies,New Zealand,Saxton Oval,187,140,New Zealand,1
1561,Pakistan,New Zealand,Pakistan,Pallekele International Cricket Stadium,177,164,Pakistan,1
1564,England,Sri Lanka,England,"R.Premadasa Stadium, Khettarama",187,157,England,1
1566,India,Australia,Australia,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,126,127,Australia,0
1569,India,West Indies,India,Wankhede Stadium,240,173,India,1
157,England,Zimbabwe,England,Newlands,188,138,England,1
1570,India,England,India,"Vidarbha Cricket Association Stadium, Jamtha",144,139,India,1
1575,India,Zimbabwe,India,Harare Sports Club,178,124,India,1
1577,New Zealand,Sri Lanka,New Zealand,R Premadasa Stadium,170,148,New Zealand,1
1583,India,England,India,R Premadasa Stadium,170,80,India,1
1584,Sri Lanka,India,India,"R.Premadasa Stadium, Khettarama",170,174,India,0
1587,South Africa,India,India,Shere Bangla National Stadium,172,176,India,0
1589,Zimbabwe,Pakistan,Pakistan,Gaddafi Stadium,175,176,Pakistan,0
1591,England,West Indies,West Indies,"Queen's Park Oval, Port of Spain",121,123,West Indies,0
1592,Afghanistan,Zimbabwe,Afghanistan,Sharjah Cricket Stadium,215,134,Afghanistan,1
1593,Sri Lanka,Australia,Sri Lanka,Melbourne Cricket Ground,161,119,Sri Lanka,1
1595,West Indies,England,West Indies,Riverside Ground,176,155,West Indies,1
1598,Bangladesh,Sri Lanka,Sri Lanka,"Shere Bangla National Stadium, Mirpur",193,194,Sri Lanka,0
1601,New Zealand,Bangladesh,New Zealand,Seddon Park,210,144,New Zealand,1
1605,Zimbabwe,Bangladesh,Zimbabwe,Sheikh Abu Naser Stadium,187,156,Zimbabwe,1
1607,New Zealand,Bangladesh,New Zealand,McLean Park,173,142,New Zealand,1
1608,Australia,England,England,Dubai International Cricket Stadium,125,126,England,0
1610,England,Australia,England,Sophia Gardens,182,177,England,1
1612,Pakistan,New Zealand,Pakistan,Eden Park,201,153,Pakistan,1
1617,West Indies,Pakistan,Pakistan,"Kensington Oval, Bridgetown",111,115,Pakistan,0
162,Zimbabwe,South Africa,South Africa,Senwes Park,132,135,South Africa,0
1623,New Zealand,India,New Zealand,Westpac Stadium,219,139,New Zealand,1
1630,Pakistan,Australia,Australia,"Beausejour Stadium, Gros Islet",191,197,Australia,0
1631,West Indies,Australia,West Indies,R Premadasa Stadium,205,131,West Indies,1
1633,Australia,Sri Lanka,Australia,Pallekele International Cricket Stadium,263,178,Australia,1
1634,South Africa,Sri Lanka,South Africa,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",78,46,South Africa,1
1641,Bangladesh,West Indies,West Indies,Sylhet International Cricket Stadium,129,130,West Indies,0
1645,Bangladesh,Australia,Bangladesh,"Shere Bangla National Stadium, Mirpur",131,108,Bangladesh,1
1648,New Zealand,Pakistan,Pakistan,Newlands,143,147,Pakistan,0
1649,South Africa,Pakistan,South Africa,New Wanderers Stadium,153,60,South Africa,1
165,Netherlands,Ireland,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),167,169,Ireland,0
1650,South Africa,Ireland,South Africa,"Civil Service Cricket Club, Stormont, Belfast",189,140,South Africa,1
1651,South Africa,England,South Africa,County Ground,174,171,South Africa,1
1653,West Indies,England,West Indies,Kennington Oval,208,193,West Indies,1
1658,Zimbabwe,Bangladesh,Bangladesh,"Shere Bangla National Stadium, Mirpur",119,120,Bangladesh,0
1661,West Indies,Pakistan,West Indies,Shere Bangla National Stadium,166,82,West Indies,1
1665,Zimbabwe,New Zealand,New Zealand,Providence Stadium,84,36,Zimbabwe,1
1669,West Indies,England,England,Kennington Oval,125,128,England,0
167,Bangladesh,India,India,Shere Bangla National Stadium,120,122,India,0
1673,Australia,India,Australia,Stadium Australia,171,140,Australia,1
1676,Sri Lanka,West Indies,Sri Lanka,"Kensington Oval, Bridgetown",195,138,Sri Lanka,1
1680,England,Australia,England,Edgbaston,221,193,England,1
1681,Afghanistan,West Indies,West Indies,"Warner Park, Basseterre",110,114,West Indies,0
1682,New Zealand,West Indies,New Zealand,Bay Oval,238,166,New Zealand,1
1684,Pakistan,Bangladesh,Bangladesh,Shere Bangla National Stadium,141,143,Bangladesh,0
1685,West Indies,Pakistan,Pakistan,"Arnos Vale Ground, Kingstown",152,158,Pakistan,0
1688,Afghanistan,Ireland,Afghanistan,"Rajiv Gandhi International Cricket Stadium, Dehradun",210,178,Afghanistan,1
1689,New Zealand,England,New Zealand,Westpac Stadium,176,155,New Zealand,1
169,Sri Lanka,England,England,"Beausejour Stadium, Gros Islet",128,132,England,0
1690,England,Australia,Australia,Newlands,135,136,Australia,0
1692,South Africa,Australia,Australia,Newlands,146,147,Australia,0
1693,Ireland,Afghanistan,Afghanistan,Greater Noida Sports Complex Ground,172,133,Ireland,1
1695,England,Pakistan,England,Dubai International Cricket Stadium,172,169,England,1
1699,West Indies,India,West Indies,Central Broward Regional Park Stadium Turf Ground,245,244,West Indies,1
170,Pakistan,Australia,Pakistan,R Premadasa Stadium,149,117,Pakistan,1
1700,West Indies,New Zealand,New Zealand,"Windsor Park, Roseau",132,117,West Indies,1
1703,West Indies,New Zealand,New Zealand,Westpac Stadium,159,163,New Zealand,0
1704,Sri Lanka,Australia,Sri Lanka,Pallekele International Cricket Stadium,157,149,Sri Lanka,1
1705,New Zealand,England,New Zealand,Westpac Stadium,196,184,New Zealand,1
1706,South Africa,West Indies,South Africa,Kennington Oval,183,163,South Africa,1
1707,India,West Indies,India,Central Broward Regional Park Stadium Turf Ground,167,98,India,1
1709,South Africa,Zimbabwe,South Africa,Buffalo Park,160,126,South Africa,1
